Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
43	:	1777628509.900	  1278.509	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 2.0 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_2.0_l2_5.0.log 2>&1
46	:	1777628521.447	  1270.776	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 5.0 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_5.0_l2_1.0.log 2>&1
47	:	1777628522.205	  1270.565	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 5.0 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_5.0_l2_2.0.log 2>&1
45	:	1777628518.221	  1279.493	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 5.0 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_5.0_l2_0.5.log 2>&1
48	:	1777628526.300	  1273.630	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 5.0 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_5.0_l2_5.0.log 2>&1
49	:	1777629415.809	   385.190	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V1 --seed 2         --lambda-dd 0.5 --lambda-evt 0.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V1_s2_l1_0.5_l2_0.0.log 2>&1
50	:	1777629420.267	   384.546	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V1 --seed 2         --lambda-dd 1.0 --lambda-evt 0.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V1_s2_l1_1.0_l2_0.0.log 2>&1
51	:	1777629769.708	   373.327	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V1 --seed 2         --lambda-dd 2.0 --lambda-evt 0.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V1_s2_l1_2.0_l2_0.0.log 2>&1
52	:	1777629776.247	   375.351	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V1 --seed 2         --lambda-dd 5.0 --lambda-evt 0.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V1_s2_l1_5.0_l2_0.0.log 2>&1
55	:	1777629792.227	  1246.121	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 0.5 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_0.5_l2_1.0.log 2>&1
53	:	1777629788.409	  1251.927	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 0.5 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_0.5_l2_0.1.log 2>&1
54	:	1777629788.413	  1253.320	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 0.5 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_0.5_l2_0.5.log 2>&1
57	:	1777629797.718	  1247.080	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 0.5 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_0.5_l2_5.0.log 2>&1
59	:	1777629801.003	  1246.308	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 1.0 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_1.0_l2_0.5.log 2>&1
58	:	1777629799.934	  1249.523	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 1.0 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_1.0_l2_0.1.log 2>&1
56	:	1777629792.774	  1257.236	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 0.5 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_0.5_l2_2.0.log 2>&1
60	:	1777629804.818	  1249.615	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 1.0 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_1.0_l2_1.0.log 2>&1
61	:	1777630143.039	  1242.937	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 1.0 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_1.0_l2_2.0.log 2>&1
62	:	1777630151.602	  1239.032	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 1.0 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_1.0_l2_5.0.log 2>&1
64	:	1777631040.340	  1261.151	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 2.0 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_2.0_l2_0.5.log 2>&1
65	:	1777631041.740	  1261.526	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 2.0 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_2.0_l2_1.0.log 2>&1
63	:	1777631038.354	  1272.125	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 2.0 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_2.0_l2_0.1.log 2>&1
69	:	1777631050.014	  1264.183	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 5.0 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_5.0_l2_0.5.log 2>&1
68	:	1777631049.461	  1266.331	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 5.0 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_5.0_l2_0.1.log 2>&1
67	:	1777631047.315	  1271.263	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 2.0 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_2.0_l2_5.0.log 2>&1
70	:	1777631054.437	  1264.260	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 5.0 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_5.0_l2_1.0.log 2>&1
66	:	1777631044.802	  1280.039	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 2.0 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_2.0_l2_2.0.log 2>&1
71	:	1777631385.980	  1156.247	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 5.0 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_5.0_l2_2.0.log 2>&1
72	:	1777631390.639	  1154.355	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 2         --lambda-dd 5.0 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s2_l1_5.0_l2_5.0.log 2>&1
